timestamp,x1,x2,x3,x4,x5,x6,x7,x8,x9
1720782000000,1.0009537825815802,1.0007044330278652,0.9998548427339744,0.9989235456977381,-0.26479428973606656,0.17213982545478224,0.8141193254870085,0.9503552096692921,-0.0019263592063586776
1720785600000,1.0025613591912135,1.002940990932678,1.0024009193367023,1.0016381149758278,0.13331256327790972,0.4100116689474056,1.0634201740509377,1.0471219044163296,-0.0019570352561968556
1720789200000,1.0070675770314461,1.0089996803260213,1.009155584620191,1.0087755667891998,0.6869412549694773,0.4868015296441983,1.047105047170596,0.9757195850070393,-0.002475935685597784
1720792800000,1.004512234571229,1.0071193493762642,1.0077535932261383,1.0076762747786658,1.336274233634236,0.5728874506169047,1.025863747639371,1.0158545261584384,-0.003001203037203216
1720796400000,1.0074870122615733,1.0113419239814856,1.012695836684336,1.013063107726011,0.4210364340227875,0.5843418285498235,1.0441233569239667,1.0487742026306157,-0.0038342395807147026
1720800000000,1.0038400709916155,1.0078567861625662,1.0095866011899803,1.0102469326319679,-0.1623740530061314,0.7806299067011337,1.0321805635618855,1.0561479313530675,-0.004543452580593034
1720803600000,1.0031150868306793,1.0071069359528277,1.009115464483028,1.0100251563471108,-0.34474835813964644,0.2744073462433517,1.0977933361869512,1.0323199201297117,-0.004887368483027888
1720807200000,1.003597787574782,1.0076837999420598,1.0099786841408067,1.0111446700223168,-0.3074549865257688,-0.04523246828485934,1.101609083376196,1.079074460910239,-0.005313367905011527
1720810800000,0.9940553687090946,0.9960239279283732,0.9977338689754314,0.9986991823477256,0.09698972771583253,0.041558924154885296,0.8841072354098575,0.9678930021440817,-0.005218834749141299
1720814400000,0.9955930683358465,0.9962097786957138,0.997444265544478,0.9982307774621606,0.5103891202700107,-0.022540013312275085,0.8466646679108685,0.8876756484952236,-0.005076507193907767
1720818000000,0.9977392827763911,0.9977325721398034,0.9986573579212501,0.9993242428401102,0.26250962388060617,-0.21290024402416158,0.7649382450375082,0.880988613841625,-0.005006498562486084
1720821600000,1.0007099055082527,1.0008658815639762,1.0017376439702095,1.0024019695717743,-0.42641859422318035,-0.11015766387800051,1.0274884766566514,0.9237433582101524,-0.005072011121676326
1720825200000,1.0017515157147228,1.0022781792776088,1.003200411720148,1.0039113813916658,-0.7674743804983781,-0.15351739570944625,1.3506769760610482,0.8519956136213912,-0.005075758303021451
1720828800000,1.0005178268868444,1.0010659141941893,1.0019458333741833,1.0026544681862022,-0.7065419992995722,-0.545901948308346,1.146037457014822,0.9703859614417759,-0.00517478255254207
1720832400000,1.0008986026425613,1.0015515984508934,1.0024296455981032,1.003153789662268,-0.5821738407181245,-0.7377997741889081,0.9344430251575281,1.1810934023454949,-0.005042997670147833
1720836000000,1.0011496406204463,1.0019456031772322,1.0028493801284744,1.0036018506904567,-0.20713673844083436,-0.707624832114719,0.9832240744673504,1.1738599814173394,-0.004958425728214175
1720839600000,0.9994166266777176,0.9999341748452173,1.000718736608089,1.001422476746931,-0.23437519823715458,-0.7258745331931423,1.0722696301687131,0.9426757579976777,-0.004871450547846188
1720843200000,0.999180724271722,0.9994180369029918,1.0000637511685782,1.0007021745947822,-0.18102190108656316,-0.6997623648712501,0.9386140727139961,0.9356054237309409,-0.004819747651105464
1720846800000,1.002813032915834,1.0036494044255913,1.0044709980731836,1.0052037131513862,0.28732186152961486,-0.425006400474117,1.1858176965480012,1.2011937611910901,-0.0047850306229256555
1720850400000,1.0014562157547033,1.0024709945184906,1.0033608736912345,1.0041375737285485,0.4138391621334749,0.039174934646529304,1.2237241859809342,1.1306866164580893,-0.0048587241199211685
1720854000000,1.0024593395843724,1.0038508267639976,1.0048987256663378,1.005769688584586,0.663201350122133,0.07674943218187479,1.2510121530420448,1.1227764823249384,-0.00450019893376295
1720857600000,0.9992242066559318,1.000182627113126,1.0011087399400362,1.001931407482646,-0.14436130667455768,0.17233394492738302,0.8485742464923018,1.0511197991430856,-0.004421814494217183
1720861200000,1.0077801659564583,1.0103557533710472,1.011900660581497,1.0130620398109678,0.8968084730817223,1.3924145039363651,1.3447502226383163,1.3323067538908264,-0.004071505036331276
1720864800000,1.002392450087326,1.0050326139707229,1.0067278317292216,1.008003020414064,1.3933109414926645,1.240825573294744,1.1447854934627952,1.1220810361663422,-0.004176224549350654
1720868400000,1.002775233088774,1.0055677649265669,1.0074398198853376,1.008848596879052,2.4452127132742283,1.1667155798031628,1.2321301668784703,1.1472938648659905,-0.00455076634836337
1720872000000,1.0044530981939381,1.0077576935997612,1.009941061949862,1.011559319436479,0.13580202657312074,1.591847011027055,0.9737726890953371,1.1357952849286934,-0.004845651717869735
1720875600000,1.0012079216375425,1.0041761192867422,1.0063699001631536,1.008046031566117,-0.27137998617875,1.8313128184327438,1.0053167093618072,1.127795775356722,-0.0053782891895491555
1720879200000,1.0029893248988375,1.0061024100016502,1.0084506883952293,1.0102590699517437,-0.30603979496541517,0.1630025874314129,1.0112525600193416,0.9687510975973104,-0.005822347265187903
1720882800000,1.0023110009516623,1.005381358046527,1.0078089621623874,1.0097105945768388,-0.2082423150042977,-0.021020051249329735,0.9900476787014956,1.043904681088101,-0.006245185540055964
1720886400000,0.999101887177707,1.0014007725232328,1.003613051298372,1.0054489924306749,0.1108111328690978,0.08202947506035331,1.0258328978671625,0.9942296949846031,-0.006643203476533501
1720890000000,1.0004515159478764,1.002436810354586,1.0045432910736825,1.006360323769586,-0.06734045572863838,-0.27279365848771653,1.0001975838401995,0.9845826488451324,-0.006196133525477639
1720893600000,0.9994973814075666,1.0010054551247574,1.002915254240638,1.0046553874606425,-0.21237560627498767,-0.38980781669035286,0.9650666181281417,1.0290087409387267,-0.005827663445919601
1720897200000,0.9994487804795311,1.0005570992755268,1.0022656594938082,1.00391576246962,-0.6937485133699185,-0.31442841018239215,1.061808238399994,0.9983691662337899,-0.005546923421774766
1720900800000,0.9993400691439835,1.0000967585034832,1.0015974499365947,1.0031434170620015,-0.6649469260400527,-0.4453000383664543,1.0434228162985875,0.9993533236459495,-0.005425330132864363
1720904400000,1.0006699927897356,1.0014422181901874,1.002856993279311,1.0043544422541761,-0.6751458848223796,-0.7353977155890664,1.2411552068407434,1.133247027531142,-0.0053564331098079855
1720908000000,1.0092840329031905,1.012055029098506,1.0141525495941277,1.016009421349887,2.765973128715735,-0.005748925838182556,1.3442636774325505,1.28328892107302,-0.004353502915807587
1720911600000,1.0030665068194655,1.0060178331327836,1.0082614197256023,1.0102137623980394,5.88148341625044,0.7456068216681281,1.151668421025532,1.1517775149772038,-0.004208678123979427
