timestamp,symbol,close,x1,x2,x3,x4,x5,x6,x7,x8,x9,y1,y2,y3
1720782000000,BTCUSDT,57188.8,1.0009537825815802,1.0007044330278652,0.9998548427339744,0.9989235456977381,-0.26479428973606656,0.17213982545478224,0.8141193254870085,0.9503552096692921,-0.0019263592063586776,0.01563201404733115,0.006596623143317159,0.012523372095243767
1720785600000,BTCUSDT,57354.1,1.0025613591912135,1.002940990932678,1.0024009193367023,1.0016381149758278,0.13331256327790972,0.4100116689474056,1.0634201740509377,1.0471219044163296,-0.0019570352561968556,0.013582043106496673,0.007038312207424985,0.007612947278052721
1720789200000,BTCUSDT,57816.2,1.0070675770314461,1.0089996803260213,1.009155584620191,1.0087755667891998,0.6869412549694773,0.4868015296441983,1.047105047170596,0.9757195850070393,-0.002475935685597784,0.007838961505743022,0.0009301023610161775,-0.001057356033764238
1720792800000,BTCUSDT,57799.9,1.004512234571229,1.0071193493762642,1.0077535932261383,1.0076762747786658,1.336274233634236,0.5728874506169047,1.025863747639371,1.0158545261584384,-0.003001203037203216,-0.004400679860427156,0.00023872624095331064,0.00426081340976892
1720796400000,BTCUSDT,58188.9,1.0074870122615733,1.0113419239814856,1.012695836684336,1.013063107726011,0.4210364340227875,0.5843418285498235,1.0441233569239667,1.0487742026306157,-0.0038342395807147026,-0.01176359080805477,-0.005638934516730249,-0.0030723100811524957
1720800000000,BTCUSDT,58089.8,1.0038400709916155,1.0078567861625662,1.0095866011899803,1.0102469326319679,-0.1623740530061314,0.7806299067011337,1.0321805635618855,1.0561479313530675,-0.004543452580593034,-0.009035390904014088,-0.0031086419520875196,0.0008638060655947274
1720803600000,BTCUSDT,58138.4,1.0031150868306793,1.0071069359528277,1.009115464483028,1.0100251563471108,-0.34474835813964644,0.2744073462433517,1.0977933361869512,1.0323199201297117,-0.004887368483027888,-0.0065437308990716056,-0.005969095828443885,-0.0035927160864707413
1720807200000,BTCUSDT,58271.2,1.003597787574782,1.0076837999420598,1.0099786841408067,1.0111446700223168,-0.3074549865257688,-0.04523246828485934,1.101609083376196,1.079074460910239,-0.005313367905011527,-0.006908859144726994,-0.008896317539507348,0.006549504149042897
1720810800000,BTCUSDT,57546.1,0.9940553687090946,0.9960239279283732,0.9977338689754314,0.9986991823477256,0.09698972771583253,0.041558924154885296,0.8841072354098575,0.9678930021440817,-0.005218834749141299,0.0046394061013803126,0.008661493270196191,0.014907590458609121
1720814400000,BTCUSDT,57508.4,0.9955930683358465,0.9962097786957138,0.997444265544478,0.9982307774621606,0.5103891202700107,-0.022540013312275085,0.8466646679108685,0.8876756484952236,-0.005076507193907767,0.006124656291324617,0.008691280726902314,0.01733330876121749
1720818000000,BTCUSDT,57567.3,0.9977392827763911,0.9977325721398034,0.9986573579212501,0.9993242428401102,0.26250962388060617,-0.21290024402416158,0.7649382450375082,0.880988613841625,-0.005006498562486084,0.005926748951926471,0.009899196969608946,0.020210489483033337
1720821600000,BTCUSDT,57759.2,1.0007099055082527,1.0008658815639762,1.0017376439702095,1.0024019695717743,-0.42641859422318035,-0.11015766387800051,1.0274884766566514,0.9237433582101524,-0.005072011121676326,0.0005746350706276642,0.002951014812600869,0.01425066704542175
1720825200000,BTCUSDT,57870.0,1.0017515157147228,1.0022781792776088,1.003200411720148,1.0039113813916658,-0.7674743804983781,-0.15351739570944625,1.3506769760610482,0.8519956136213912,-0.005075758303021451,-0.0019874583947803847,0.013458363293769678,0.015607649168794481
1720828800000,BTCUSDT,57813.7,1.0005178268868444,1.0010659141941893,1.0019458333741833,1.0026544681862022,-0.7065419992995722,-0.545901948308346,1.146037457014822,0.9703859614417759,-0.00517478255254207,0.004022087168815712,0.010268184357228916,0.017060630466252964
1720832400000,BTCUSDT,57861.7,1.0008986026425613,1.0015515984508934,1.0024296455981032,1.003153789662268,-0.5821738407181245,-0.7377997741889081,0.9344430251575281,1.1810934023454949,-0.005042997670147833,0.0025666244355778273,0.011208652469892923,0.01257491522001715
1720836000000,BTCUSDT,57909.5,1.0011496406204463,1.0019456031772322,1.0028493801284744,1.0036018506904567,-0.20713673844083436,-0.707624832114719,0.9832240744673504,1.1738599814173394,-0.004958425728214175,0.003972448017682363,0.014283740531107012,0.013324862362040493
