timestamp,y1,y2,y3
1720782000000,0.01563201404733115,0.006596623143317159,0.012523372095243767
1720785600000,0.013582043106496673,0.007038312207424985,0.007612947278052721
1720789200000,0.007838961505743022,0.0009301023610161775,-0.001057356033764238
1720792800000,-0.004400679860427156,0.00023872624095331064,0.00426081340976892
1720796400000,-0.01176359080805477,-0.005638934516730249,-0.0030723100811524957
1720800000000,-0.009035390904014088,-0.0031086419520875196,0.0008638060655947274
1720803600000,-0.0065437308990716056,-0.005969095828443885,-0.0035927160864707413
1720807200000,-0.006908859144726994,-0.008896317539507348,0.006549504149042897
1720810800000,0.0046394061013803126,0.008661493270196191,0.014907590458609121
1720814400000,0.006124656291324617,0.008691280726902314,0.01733330876121749
1720818000000,0.005926748951926471,0.009899196969608946,0.020210489483033337
1720821600000,0.0005746350706276642,0.002951014812600869,0.01425066704542175
1720825200000,-0.0019874583947803847,0.013458363293769678,0.015607649168794481
1720828800000,0.004022087168815712,0.010268184357228916,0.017060630466252964
1720832400000,0.0025666244355778273,0.011208652469892923,0.01257491522001715
1720836000000,0.003972448017682363,0.014283740531107012,0.013324862362040493
1720839600000,0.0023763797419733054,0.013676031974793902,0.014143593615272766
1720843200000,0.015445821688550111,0.017595107563574852,0.014465017230931068
1720846800000,0.006246097188413191,0.013038543297437226,0.008990127229278447
1720850400000,0.008642028034315175,0.010008290784439388,0.011280651064702447
1720854000000,0.010311292513424608,0.009352414344358153,0.0222733175417613
1720857600000,0.011299652232820836,0.011767213873299582,0.021248597343210354
1720861200000,0.0021492858750247028,-0.0009808044576190649,0.018004470336122104
1720864800000,0.0067924461090243205,0.002744030040865209,0.021497972902008427
1720868400000,0.0013662627501240922,0.0026386230303871586,0.0138861420396951
1720872000000,-0.00095887816906628,0.011962025028336747,0.011718090788433232
1720875600000,0.00046756164047870514,0.009948945110389407,0.02257882531209327
1720879200000,-0.00313009033264381,0.015855184461097377,0.02438704626139483
1720882800000,-0.004048416068158961,0.014705526792984145,0.01755335887857498
1720886400000,0.0012723602802630581,0.012519879289570952,0.02423549726650691
1720890000000,0.012920903197403017,0.012676968957499599,0.024950960041202758
1720893600000,0.009481383469910842,0.02211126367161457,0.026038388830637176
1720897200000,0.018985274793741028,0.027517136594038552,0.022011516774795604
1720900800000,0.01875394286114327,0.021601774946734032,0.02542237663124768
1720904400000,0.011247519009307932,0.022963136986243846,0.015187022028565082
1720908000000,-0.00024393423990349303,0.012030056843799838,0.0036887616993930964
1720911600000,0.012629880201703822,0.016557005360726306,0.013670620956079476
1720915200000,0.008531861800297361,0.003026241981054595,0.005570552005255609
1720918800000,0.0028478320855907266,0.006668433770104495,0.006631814647261609
1720922400000,0.011715617976935998,0.003939503019257117,0.010799009297972431
1720926000000,0.01227399108370326,0.003932695939296561,0.009459617121457507
1720929600000,0.003927125159022732,0.0010407407543757397,-0.0006643719926141527
1720933200000,-0.0055056198192429415,-0.002961309795041847,-0.0028730587557453417
1720936800000,0.00382060168451357,0.0037839825616708617,0.0232889726310357
1720940400000,-0.007776114957678667,-0.0009166086789634759,0.01324329792979916
1720944000000,-0.008341295144406667,-0.0028143739622458344,0.0098731525129924
1720947600000,-0.002886384404646832,-0.004591497151636722,0.01689221839046295
1720951200000,0.0025443100242011785,0.0026325610634975634,0.024283437208663324
1720954800000,-3.661912284291263e-05,0.019468370946522123,0.038731493896460495
1720958400000,0.006859506278715343,0.021019412887477867,0.04995161984340242
1720962000000,0.005526921182160792,0.01821444765739908,0.04754986294595354
1720965600000,-0.0017051127469899297,0.019778602795109852,0.04531003698203566
1720969200000,8.825103929640222e-05,0.021739127184462286,0.04534180723928597
1720972800000,0.01950499006936503,0.038768113019303524,0.04458607437356956
1720976400000,0.01415990660876271,0.0430921135646873,0.04676167280865488
1720980000000,0.01268752647523812,0.04202294176379279,0.04257093381804152
1720983600000,0.02148371554209985,0.04701514972902557,0.04301954707306474
1720987200000,0.021650876145165796,0.045253556199989435,0.038755610436530585
1720990800000,0.019263122949938462,0.025081084304204585,0.021414474932191924
1720994400000,0.028932206955924505,0.03260176619989222,0.03308217904601763
